1,15,-4,13,19.8967391304,22,-3,2,1,4,10.0714285714,0,4,13.5714285714,22,0,0,15,28,12.3611111111,14.5381944444,48.6265432099,75.8804856289,2.5,0
8,27,-5,16,21.0977099237,19,-6,15,2,29,17.2692307692,6,3,15.5769230769,19,3,0,27,18,16.3956639566,15.3170731707,64.3746153451,77.4956705665,1.1111111111,-3
2,24,-6,31,22.4133858268,22,-4,20,12,7,14.641509434,1,3,18.5897435897,13,1,0,15,28,17.8837209302,16.6220930233,60.4981070849,99.7002095727,1.0526315789,-1
4,22,-5,22,20.4985074627,27,-9,1,7,24,13.5365853659,0,4,16.8461538462,27,6,3,22,23,14.8276836158,15.0141242938,56.6962957643,62.0873711258,1.3333333333,0
3,19,-10,27,21.2606473595,25,-19,21,15,4,13.85,21,4,15.8214285714,4,17,5,13,15,16.4164759725,15.4187643021,68.9890191602,113.3555289078,1.3333333333,-1
1,26,-11,27,23.8818181818,13,-5,13,6,2,10.7142857143,3,11,14.0810810811,5,2,0,26,29,15.8150684932,14.845890411,69.0651154063,71.6885790017,5,0
9,30,-14,29,21.8974358974,18,-2,0,16,13,12.3333333333,5,3,15.25,10,4,11,30,20,16.9690522244,12.4274661509,54.5870499721,73.9855512198,1.6666666667,-3
7,17,-19,31,18.9785714286,24,-8,0,22,5,7.0833333333,0,2,16,10,0,9,14,20,17.6604938272,10.6018518519,55.3909083981,93.6902434842,1.0526315789,0
1,20,-5,18,21.4019292605,17,-4,5,1,11,9.0526315789,0,5,13.1111111111,17,0,0,20,27,11.8009950249,14.1517412935,50.4479592089,68.1088153759,2.8571428571,0
0,30,-4,28,25.8680981595,9,-2,0,4,7,16.5263157895,11,3,13.85,2,3,1,30,21,14.8108882521,15.2593123209,80.6146665463,83.3238745987,1.4285714286,-3
7,20,-7,28,19.7061403509,24,-3,0,20,7,10.4761904762,6,2,13.1111111111,3,1,12,20,16,17.5441176471,11.05,57.4421712803,85.5416176471,1.25,-1
8,27,-9,25,23.8700440529,12,-4,2,5,29,12.8888888889,6,5,15.0571428571,12,3,1,27,19,13.0122807018,14.7912280702,53.2787965528,81.6143090182,1.6666666667,-3
1,32,-11,29,24.0112107623,9,-4,2,4,12,13.85,28,7,17.8048780488,9,26,2,32,20,12.455017301,15.8529411765,37.4798104668,85.5337370242,3.3333333333,-1
3,27,-13,26,22.4471057884,26,-22,21,18,15,13.3820224719,0,5,21.0416666667,20,1,4,27,18,18.3365200765,15.4359464627,69.1945936263,91.0298359589,1.1764705882,-1
0,26,-11,26,22.6787148594,17,-9,1,9,28,14.3939393939,14,2,13.4444444444,17,6,0,26,16,15.7566539924,15.9011406844,89.233558386,79.1879454669,0.75,-2
1,32,-11,28,25.44,6,-4,2,1,0,1.4285714286,1,11,14.5416666667,5,1,0,32,31,15.341889117,15.5605749487,82.6705861643,78.051258807,5,0
5,19,-16,25,19.9773413897,16,-14,22,16,15,16.1914893617,7,20,10.9436619718,11,2,3,13,14,12.3232044199,13.4834254144,55.8706770245,75.3988965538,0.9,-1
2,22,-10,20,20.215339233,18,-10,18,11,2,10.9736842105,30,1,17.1363636364,2,15,1,22,18,14.3757225434,17.838150289,52.1478499115,99.395769989,1.25,-2
7,29,-18,30,19.7830045524,18,-4,15,16,10,10.8064516129,3,5,4.6304347826,2,1,10,29,17,16.2191780822,12.0849315068,51.2067554888,82.373608557,1.4285714286,-1
1,32,-11,27,24.9749373434,5,0,0,5,23,23,28,11,28.0416666667,0,28,4,32,20,10.6112,15.2544,39.54963456,84.51928064,5,0
7,20,-16,31,18.7492877493,20,-3,16,14,5,10.0789473684,1,3,6.9038461538,0,1,3,15,27,15.0062111801,10.149068323,63.5651788125,82.4870954053,1,0
5,21,-12,22,20.6124620061,24,-16,4,12,18,15.3846153846,0,7,13.7,24,1,1,14,12,13.8715846995,15.5355191257,61.6856953029,84.8334378453,1.5384615385,0
1,16,-4,14,20.9147982063,23,-2,1,0,0,12.1304347826,0,4,17.8928571429,23,0,0,16,32,15.1549295775,14.7267605634,63.7252926007,75.5394247173,1.6666666667,0
4,31,-13,30,20.1287128713,18,-2,4,15,15,12.8,16,8,14.9117647059,9,6,16,31,16,14.2822966507,12.3468899522,51.7145669742,53.9490453515,1.25,-2
2,24,-13,28,19.0568862275,17,-12,20,8,8,14.625,21,15,20.4782608696,12,14,0,24,19,13.8820224719,18.4691011236,57.9692273703,73.8333149224,0.9,-2
3,25,-11,28,22.3500967118,17,-9,23,13,5,12.265625,3,3,14.9230769231,4,3,0,23,20,14.2662721893,13.4575936884,51.6509926123,90.8083594957,1.5384615385,0
7,25,-13,31,19.1908957416,25,-2,1,21,7,8.8918918919,0,2,19.5555555556,4,1,18,20,13,19.8862973761,10.2857142857,70.6138938708,88.3381924198,1.3333333333,-1
5,29,-6,23,22.4926470588,22,-11,24,6,18,14.05,0,6,14.8918918919,22,0,0,29,19,14.9145833333,15.7166666667,48.4364539931,91.5697222222,1.4285714286,0
7,23,-20,30,19.1887072808,27,-27,0,25,7,5.8870967742,0,3,20,27,1,14,21,12,19.5982905983,11.3618233618,68.9297976477,94.0713630571,1.4285714286,0
1,25,-7,18,22.5506216696,14,-4,19,1,10,12.9444444444,0,7,10.4444444444,14,0,0,25,31,13.2255965293,14.8655097614,58.5478046875,90.775838623,3.3333333333,0
6,26,-7,27,22.3066132265,19,-16,3,12,5,8.5957446809,24,4,15.6896551724,19,28,2,26,22,16.6228571429,18.6495238095,45.9872870748,75.1114521542,1.1111111111,0
9,26,-12,28,21.5553470919,18,-4,0,10,15,11.7333333333,1,3,14.2083333333,15,1,9,22,18,16.0631364562,12.1262729124,54.5153620567,72.5502465976,1.6666666667,-2
0,23,-4,16,20.9788838612,17,-6,2,2,28,8.4,5,3,19.0833333333,17,2,2,23,21,13.7590027701,14.5013850416,93.423914795,90.8760368628,1,-2
8,24,-8,21,21.6715447154,13,-7,8,4,12,13.1142857143,8,4,12.9677419355,13,2,5,18,23,15.8997555012,15.1540342298,45.7478972507,89.4457111089,1.25,-2
9,29,-7,25,21.4037800687,18,-6,0,4,18,10.9722222222,1,13,10.0769230769,18,1,5,17,23,14.278280543,12.7058823529,52.065093876,65.6736758052,1.4285714286,-1
7,18,-9,26,20.4042553191,20,-6,0,18,10,10.8936170213,1,3,12.7727272727,13,1,7,18,21,16.3825136612,11.9972677596,53.8154319329,88.8114679447,1.4285714286,-1
7,21,-21,27,19.5211678832,22,-9,12,21,4,11.6551724138,11,4,15.75,7,7,3,21,21,16.0147492625,12.8053097345,56.085328182,75.9384968805,1.5384615385,-1
5,18,-8,24,19.6991643454,27,-9,3,4,28,11.170212766,0,10,12.4871794872,27,0,5,12,12,11.9411764706,13.8464052288,70.2645136486,86.7117027639,0.8,0
2,28,-11,29,20.5689381933,12,-6,1,6,9,10.5769230769,10,21,20.4222222222,12,22,11,28,17,14.0279898219,17.2162849873,71.1009977404,72.1440604989,0.8,0
7,22,-4,25,19.9533527697,22,-6,0,20,10,8.3673469388,1,2,15.3125,20,1,14,19,13,19.224852071,11.4792899408,60.1032877,81.2377367739,1.1764705882,-1
7,32,-15,30,18.7642956764,26,-2,21,23,5,7.9210526316,9,2,15,1,7,20,32,9,20.1368078176,10.4006514658,75.1799806895,94.8525077189,1.1111111111,-2
7,20,-13,27,19.5902140673,20,-20,0,20,5,9.8028169014,15,9,14.1052631579,20,13,8,20,13,14.0108108108,13.4108108108,60.3079912345,79.6150182615,0.95,-1
3,18,-20,29,20.025297619,27,-17,23,20,4,11.9743589744,19,4,15.3235294118,2,16,9,12,15,18.1534090909,13.7982954545,52.7605565599,109.5928380036,1.3333333333,-1
1,32,-9,28,25.5617647059,10,-5,13,4,2,13.36,3,9,9.95,10,2,2,32,28,16.1695906433,15.5365497076,56.5267945693,77.8831670429,4,-1
8,26,-5,21,22.7127071823,19,-7,2,3,13,8.75,0,3,13.4,19,0,2,21,22,12.9085239085,14.4636174636,41.7878899209,87.0179070803,1.1111111111,-2
3,20,-9,23,20.3458646617,25,-20,25,15,4,15.1470588235,19,4,16.9696969697,8,19,3,13,14,18.286908078,15.8050139276,55.6196336155,117.8282756962,1.4285714286,-1
9,31,-7,28,21.8914285714,26,-3,0,13,15,12.2162162162,5,3,9,11,2,20,31,14,19.9519038076,12.3547094188,75.7251416661,67.0104537733,1.5384615385,-2
4,29,-11,30,21.5254237288,23,-2,1,18,23,17.5952380952,16,4,17.1304347826,15,8,19,29,21,16.9310344828,15.2515212982,54.2305378751,55.4702055964,1.6666666667,-2
7,20,-20,30,19.6506410256,22,-8,8,18,4,10.3333333333,3,11,14.3157894737,0,2,3,17,27,16.28,10.8,57.2916,72.15,1,-1
6,32,-7,31,22.6649746193,16,-1,0,4,29,15.7916666667,19,3,15.9,16,10,0,32,23,15.2396825397,18.1841269841,50.6901713278,62.7724464601,1,-1
9,28,-9,21,20.3895522388,21,-4,0,9,21,15.1470588235,8,2,12.8095238095,9,3,18,17,14,16.2598870056,12.5338983051,77.0793513997,73.5878339558,1,-2
1,32,-8,28,25.6411764706,8,-3,16,0,0,8.125,1,8,15.0833333333,8,1,0,32,28,12.7441520468,15.0160818713,49.1026704798,83.6678700284,3.3333333333,0
7,22,-15,30,21.1141304348,23,-2,0,21,7,10.9047619048,1,2,16.4347826087,2,1,5,22,26,17.3305084746,12.1694915254,65.102628555,92.8229675381,1.3333333333,-1
8,28,-10,28,24.0662100457,11,-4,15,4,29,17.6296296296,3,2,11.7826086957,4,1,1,23,20,14.771331058,14.5631399317,53.9784272385,89.1470372398,1.5384615385,-3
6,22,-6,23,21.3966101695,17,-2,5,2,28,12.8181818182,17,3,15.3529411765,17,14,2,17,21,14.2857142857,18.9055299539,62.7478604345,66.2053611247,1.1111111111,-3
5,17,-7,25,20.631825273,25,-14,24,25,15,15.3793103448,17,6,10.5384615385,12,9,5,16,15,14.318537859,14.7023498695,74.4625023008,88.3448247653,1.3333333333,-1
7,32,-13,31,19.9036144578,16,-6,2,16,7,13.7580645161,20,9,20.6296296296,14,20,0,32,12,15.5166666667,15.325,42.4163888889,82.0971527778,0.95,-1
7,17,-10,29,19.8785607196,21,-5,0,20,8,9,1,2,12.8571428571,9,1,8,14,23,16.7282913165,11.2408963585,58.2539054838,89.9083554991,1.1764705882,-1
2,27,-16,31,20.2760252366,16,-4,24,14,7,12.9189189189,24,17,21.2549019608,7,11,24,27,21,14.0230769231,16.3923076923,53.4276725838,95.8537869822,1.25,0
9,30,-4,26,21.277972028,22,-3,0,16,18,14.4102564103,6,3,15.6666666667,11,5,15,25,15,17.1659292035,12.2256637168,72.766715287,64.4756245595,1.5384615385,-2
4,27,-9,25,21.4103448276,27,-13,0,9,18,8.6744186047,0,3,15.6956521739,27,7,5,18,26,13.5427927928,13.6666666667,56.4328534616,58.3798798799,1.4285714286,0
3,23,-12,27,21.8951310861,25,-23,23,15,15,15,1,4,13.3953488372,12,1,1,15,16,17.3979591837,15.8408163265,67.3824448147,103.2236401499,2,-1
9,20,-6,30,20.3422370618,24,-2,0,21,16,13.5,8,3,12.2857142857,11,2,16,20,16,16.2847058824,11.5670588235,74.4248249135,59.4549148789,1,-3
0,24,-4,20,21.614379085,21,-2,2,4,29,18.0625,16,2,10.2105263158,11,4,2,24,16,16.4393203883,16.0121359223,87.9841820624,82.9731536903,0.9,-2
3,24,-11,27,22.1400394477,26,-17,20,14,16,13.8428571429,14,3,17.2173913043,8,7,0,16,18,15.7891682785,16.9342359768,59.0058401206,93.5005106832,1,-1
7,18,-8,27,20.6828125,20,-4,0,20,8,10.5555555556,3,3,13.4137931034,7,1,1,16,29,14.2109375,12.2473958333,63.2601928711,91.326816135,1.5384615385,-1
8,28,-8,23,21.9760273973,18,-18,5,13,4,7.5098039216,21,2,15.6,0,13,12,23,13,16.1454545455,14.5590909091,55.3924793388,87.3146900826,1.4285714286,-2
2,30,-8,26,19.2181069959,9,-2,18,9,6,12.1428571429,21,6,21.4390243902,3,25,3,22,9,12.5559322034,18.4610169492,57.9214478598,101.1230565929,0.9,-1
3,25,-7,25,20.9494470774,25,-19,23,10,5,16.0877192982,4,4,15.0810810811,13,2,3,17,16,18.8056265985,16.2915601023,55.9059529961,107.3114121441,1.4285714286,-1
2,23,-9,29,20.141509434,22,-5,20,16,7,11.9787234043,22,11,20.9302325581,9,16,0,17,22,14.75,16.4613402062,58.4452319588,94.413453874,1.1764705882,0
3,25,-13,30,21.8901734104,25,-22,23,20,5,15.0099009901,3,4,14.7878787879,8,1,6,13,15,17.904950495,15.0534653465,64.9058170768,99.3733790805,1.4285714286,-1
9,25,-6,22,22.715370019,20,-9,24,4,18,18.075,5,4,19.2,14,1,0,23,21,17.2152917505,15.0020120724,55.4727641503,87.4587484667,1,-2
9,30,-13,25,22.5784313725,18,-12,24,13,16,16.306122449,4,4,15.6086956522,12,2,1,30,16,15.5661478599,14.0583657588,57.195040803,84.2183833215,1.6666666667,-2
9,24,-7,21,20.3567164179,18,-4,0,12,16,10.4210526316,3,4,7.6451612903,18,3,9,15,21,14.4435028249,12.4406779661,50.3089549619,64.3255769415,1.6666666667,-2
